timestamp,caregiver,coffee,divorced_parent,elective_medical,houseplant,menopause,petloss,pregnancy_loss,running
2026-06-15 03:22:22 UTC,72.6,62.8,79.1,66.3,56.1,73.6,71.2,75.1,65.5
